name,position,team,pos_rank,model_total,model_ppg,model_games,model_floor,model_ceiling,sleeper_total,sleeper_ppr_native,sleeper_games,slp_pass_yd,slp_pass_td,slp_pass_int,slp_rush_yd,slp_rush_td,slp_rec,slp_rec_yd,slp_rec_td,slp_fum_lost,diff,diff_pct,abs_diff,sleeper_ppg,ppg_diff,games_diff,pts_from_games_diff,pts_from_ppg_diff
Tom Kennedy,WR,DET,259,11.0,1.3,8.7,4.0,31.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,0.0,1.3,-9.3,0.0,11.309999999999999
Pharaoh Brown,TE,ARI,147,11.0,1.5,7.4,4.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,0.0,1.5,-10.6,0.0,11.100000000000001
Ben Yurosek,TE,MIN,139,15.0,1.8,8.1,1.0,37.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,11.0,275.0,11.0,0.2222222222222222,1.577777777777778,-9.9,-2.2,12.780000000000001
Luke Farrell,TE,SF,110,21.0,2.3,9.0,11.0,31.0,10.100000000000001,10.1,18.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,0.0,0.0,10.899999999999999,107.92079207920789,10.899999999999999,0.5611111111111112,1.7388888888888885,-9.0,-5.050000000000001,15.649999999999997
Adonai Mitchell,WR,NYJ,65,99.0,7.5,13.1,24.0,148.0,88.30000000000001,88.3,18.0,0.0,0.0,0.0,9.0,0.0,30.0,394.0,3.0,0.0,10.699999999999989,12.117780294450723,10.699999999999989,4.905555555555556,2.594444444444444,-4.9,-24.037222222222226,33.987222222222215
Cooper Kupp,WR,SEA,66,97.0,8.1,12.1,55.0,147.0,86.4,86.4,18.0,0.0,0.0,0.0,0.0,0.0,32.0,364.0,3.0,0.0,10.599999999999994,12.26851851851851,10.599999999999994,4.800000000000001,3.299999999999999,-5.9,-28.320000000000007,39.929999999999986
Darren Waller,TE,MIA,38,75.0,7.2,10.3,37.0,127.0,85.6,85.6,18.0,0.0,0.0,0.0,0.0,0.0,32.0,356.0,3.0,0.0,-10.599999999999994,-12.383177570093453,10.599999999999994,4.7555555555555555,2.4444444444444446,-7.699999999999999,-36.617777777777775,25.17777777777778
Cody White,WR,SEA,232,19.0,2.2,8.7,4.0,40.0,8.5,8.5,18.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,0.0,10.5,123.52941176470588,10.5,0.4722222222222222,1.7277777777777779,-9.3,-4.391666666666667,15.031666666666666
KaVontae Turpin,WR,DAL,111,61.0,5.5,11.1,25.0,99.0,71.5,71.5,18.0,0.0,0.0,0.0,77.0,1.0,21.0,268.0,2.0,1.0,-10.5,-14.685314685314685,10.5,3.9722222222222223,1.5277777777777777,-6.9,-27.408333333333335,16.958333333333332
Dareke Young,WR,SEA,247,15.0,1.6,9.6,5.0,28.0,4.6,4.6,18.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,10.4,226.08695652173915,10.4,0.25555555555555554,1.3444444444444446,-8.4,-2.1466666666666665,12.906666666666668
Jeremy Ruckert,TE,NYJ,63,43.0,4.1,10.4,18.0,69.0,32.7,32.7,18.0,0.0,0.0,0.0,0.0,0.0,14.0,127.0,1.0,0.0,10.299999999999997,31.49847094801222,10.299999999999997,1.8166666666666669,2.2833333333333328,-7.6,-13.806666666666668,23.746666666666663
Isaiah Bond,WR,CLE,131,46.0,4.0,11.6,8.0,92.0,35.9,35.9,18.0,0.0,0.0,0.0,11.0,0.0,13.0,158.0,1.0,0.0,10.100000000000001,28.133704735376046,10.100000000000001,1.9944444444444445,2.0055555555555555,-6.4,-12.764444444444445,23.264444444444443
David Sills,WR,ATL,146,37.0,4.0,9.3,13.0,70.0,26.9,26.9,18.0,0.0,0.0,0.0,6.0,0.0,9.0,113.0,1.0,0.0,10.100000000000001,37.546468401487,10.100000000000001,1.4944444444444445,2.5055555555555555,-8.7,-13.001666666666665,23.30166666666667
Dee Eskridge,WR,MIA,245,15.0,1.8,8.2,5.0,44.0,4.9,4.9,18.0,0.0,0.0,0.0,6.0,0.0,2.0,23.0,0.0,0.0,10.1,206.1224489795918,10.1,0.27222222222222225,1.5277777777777777,-9.8,-2.6677777777777782,12.527777777777775
Jaylin Noel,WR,HOU,73,93.0,6.8,13.7,50.0,145.0,82.9,82.9,18.0,0.0,0.0,0.0,37.0,0.0,31.0,362.0,2.0,0.0,10.099999999999994,12.183353437876953,10.099999999999994,4.605555555555556,2.1944444444444438,-4.300000000000001,-19.803888888888896,30.06388888888888
Mecole Hardman,WR,BUF,262,10.0,1.2,8.3,3.0,50.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,10.0,0.0,1.2,-9.7,0.0,9.96
Andre Baccellia,WR,ARI,264,10.0,1.2,8.8,4.0,30.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,10.0,0.0,1.2,-9.2,0.0,10.56
Alex Bachman,WR,LV,263,10.0,1.2,8.3,2.0,27.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,10.0,0.0,1.2,-9.7,0.0,9.96
John Bates,TE,WAS,106,22.0,2.1,10.4,9.0,24.0,31.8,31.8,18.0,0.0,0.0,0.0,0.0,0.0,13.0,128.0,1.0,0.0,-9.8,-30.817610062893085,9.8,1.7666666666666666,0.3333333333333335,-7.6,-13.426666666666666,3.466666666666668
Elijah Arroyo,TE,SEA,36,82.0,6.0,13.7,39.0,129.0,72.2,72.2,18.0,0.0,0.0,0.0,0.0,0.0,29.0,312.0,2.0,0.0,9.799999999999997,13.573407202216062,9.799999999999997,4.011111111111111,1.988888888888889,-4.300000000000001,-17.24777777777778,27.247777777777777
Will Shipley,RB,PHI,131,24.0,2.2,10.6,4.0,47.0,33.8,33.8,18.0,0.0,0.0,0.0,105.0,1.0,10.0,73.0,0.0,0.0,-9.799999999999997,-28.99408284023668,9.799999999999997,1.8777777777777775,0.32222222222222263,-7.4,-13.895555555555555,3.4155555555555597
Nate Adkins,TE,DEN,112,21.0,2.4,9.1,7.0,48.0,11.3,11.3,18.0,0.0,0.0,0.0,0.0,0.0,6.0,53.0,0.0,0.0,9.7,85.84070796460176,9.7,0.6277777777777778,1.7722222222222221,-8.9,-5.5872222222222225,16.127222222222223
Kevin Austin Jr.,WR,NO,134,45.0,4.2,10.5,15.0,91.0,35.4,35.4,18.0,0.0,0.0,0.0,6.0,0.0,13.0,158.0,1.0,0.0,9.600000000000001,27.118644067796616,9.600000000000001,1.9666666666666666,2.2333333333333334,-7.5,-14.75,23.45
Jalen Royals,WR,KC,137,42.0,4.5,9.3,7.0,70.0,32.4,32.4,18.0,0.0,0.0,0.0,6.0,0.0,12.0,138.0,1.0,0.0,9.600000000000001,29.629629629629633,9.600000000000001,1.7999999999999998,2.7,-8.7,-15.659999999999997,25.110000000000003
Mo Alie-Cox,TE,IND,96,25.0,2.5,10.1,10.0,37.0,15.4,15.4,18.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,0.0,0.0,9.6,62.33766233766234,9.6,0.8555555555555556,1.6444444444444444,-7.9,-6.758888888888889,16.608888888888888
Blake Whiteheart,TE,CLE,142,14.0,1.8,7.8,6.0,25.0,4.4,4.4,18.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,9.6,218.18181818181816,9.6,0.24444444444444446,1.5555555555555556,-10.2,-2.493333333333333,12.133333333333333
Joshua Dobbs,QB,NE,82,22.0,3.8,5.6,6.0,49.0,12.4,12.4,18.0,195.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,9.6,77.41935483870968,9.6,0.6888888888888889,3.1111111111111107,-12.4,-8.542222222222222,17.422222222222217
AJ Barner,TE,SEA,12,133.0,9.4,14.1,55.0,173.0,142.4,142.4,18.0,0.0,0.0,0.0,14.0,1.0,58.0,530.0,4.0,0.0,-9.400000000000006,-6.601123595505622,9.400000000000006,7.911111111111111,1.488888888888889,-3.9000000000000004,-30.85333333333334,20.993333333333332
Charlie Woerner,TE,ATL,127,17.0,1.8,9.6,9.0,28.0,8.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,9.0,112.5,9.0,0.4444444444444444,1.3555555555555556,-8.4,-3.7333333333333334,13.013333333333334
Tyler Badie,RB,DEN,102,34.0,2.8,12.3,3.0,82.0,25.4,25.4,18.0,0.0,0.0,0.0,32.0,0.0,13.0,92.0,0.0,0.0,8.600000000000001,33.85826771653544,8.600000000000001,1.411111111111111,1.3888888888888888,-5.699999999999999,-8.043333333333331,17.083333333333332
Tyson Bagent,QB,CHI,84,21.0,3.5,6.0,3.0,36.0,12.5,12.5,18.0,195.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,8.5,68.0,8.5,0.6944444444444444,2.8055555555555554,-12.0,-8.333333333333332,16.833333333333332
Calvin Ridley,WR,TEN,75,90.0,8.9,10.2,36.0,132.0,98.4,98.4,18.0,0.0,0.0,0.0,8.0,0.0,33.0,466.0,3.0,0.0,-8.400000000000006,-8.536585365853663,8.400000000000006,5.466666666666667,3.4333333333333336,-7.800000000000001,-42.64000000000001,35.02
Britain Covey,WR,PHI,268,8.0,0.8,9.9,2.0,33.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,0.0,0.8,-8.1,0.0,7.920000000000001
Andrew Beck,RB,NYJ,169,8.0,1.2,6.6,3.0,17.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,0.0,1.2,-11.4,0.0,7.919999999999999
Travis Homer,RB,CHI,170,8.0,1.1,7.7,2.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,0.0,1.1,-10.3,0.0,8.47
Steven Sims,WR,ARI,267,8.0,1.0,8.1,3.0,22.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,0.0,1.0,-9.9,0.0,8.1
Lil'Jordan Humphrey,WR,DEN,169,32.0,3.4,9.3,14.0,71.0,24.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,1.0,0.0,8.0,33.33333333333333,8.0,1.3333333333333333,2.0666666666666664,-8.7,-11.599999999999998,19.22
Will Dissly,TE,LAC,68,35.0,3.7,9.2,20.0,57.0,27.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,1.0,0.0,8.0,29.629629629629626,8.0,1.5,2.2,-8.8,-13.200000000000001,20.24
Reggie Gilliam,RB,BUF,171,8.0,1.0,8.0,1.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,0.0,1.0,-10.0,0.0,8.0
Jimmy Horn Jr.,WR,CAR,156,35.0,2.8,12.7,3.0,73.0,27.4,27.4,18.0,0.0,0.0,0.0,16.0,0.0,9.0,108.0,1.0,0.0,7.600000000000001,27.73722627737227,7.600000000000001,1.5222222222222221,1.2777777777777777,-5.300000000000001,-8.067777777777778,16.227777777777774
Dont'e Thornton Jr.,WR,LV,150,37.0,3.5,10.4,15.0,75.0,29.4,29.4,18.0,0.0,0.0,0.0,0.0,0.0,10.0,134.0,1.0,0.0,7.600000000000001,25.850340136054427,7.600000000000001,1.6333333333333333,1.8666666666666667,-7.6,-12.413333333333332,19.413333333333334
Durham Smythe,TE,CHI,148,11.0,1.5,7.7,7.0,25.0,3.4000000000000004,3.4,18.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,7.6,223.52941176470586,7.6,0.1888888888888889,1.3111111111111111,-10.3,-1.945555555555556,10.095555555555556
Tyrone Tracy Jr.,RB,NYG,38,107.0,8.1,13.2,51.0,171.0,99.4,99.4,18.0,0.0,0.0,0.0,459.0,3.0,18.0,135.0,1.0,1.0,7.599999999999994,7.645875251509048,7.599999999999994,5.522222222222222,2.5777777777777775,-4.800000000000001,-26.50666666666667,34.026666666666664
Tee Higgins,WR,CIN,8,201.0,15.2,13.3,133.0,240.0,208.6,208.6,18.0,0.0,0.0,0.0,6.0,0.0,68.0,960.0,7.0,0.0,-7.599999999999994,-3.643336529242567,7.599999999999994,11.588888888888889,3.6111111111111107,-4.699999999999999,-54.46777777777777,48.02777777777778
Dare Ogunbowale,RB,HOU,158,15.0,1.5,9.9,5.0,55.0,7.5,7.5,18.0,0.0,0.0,0.0,8.0,0.0,4.0,27.0,0.0,0.0,7.5,100.0,7.5,0.4166666666666667,1.0833333333333333,-8.1,-3.375,10.725
Julius Chestnut,RB,TEN,163,13.0,1.6,8.2,1.0,29.0,5.6,5.6,18.0,0.0,0.0,0.0,20.0,0.0,2.0,16.0,0.0,0.0,7.4,132.14285714285717,7.4,0.3111111111111111,1.288888888888889,-9.8,-3.048888888888889,10.568888888888889
Dylan Sampson,RB,CLE,43,96.0,7.6,12.6,34.0,132.0,88.69999999999999,88.7,18.0,0.0,0.0,0.0,321.0,2.0,23.0,176.0,1.0,1.0,7.300000000000011,8.229988726042855,7.300000000000011,4.927777777777777,2.6722222222222225,-5.4,-26.61,33.67
Connor Heyward,TE,PIT,108,22.0,2.0,11.0,6.0,71.0,14.8,14.8,18.0,0.0,0.0,0.0,14.0,1.0,4.0,34.0,0.0,0.0,7.199999999999999,48.64864864864864,7.199999999999999,0.8222222222222223,1.1777777777777776,-7.0,-5.755555555555556,12.955555555555554
Josh Jacobs,RB,GB,7,224.0,15.3,14.6,164.0,275.0,216.8,216.8,18.0,0.0,0.0,0.0,966.0,9.0,35.0,272.0,1.0,2.0,7.199999999999989,3.321033210332098,7.199999999999989,12.044444444444444,3.2555555555555564,-3.4000000000000004,-40.95111111111112,47.53111111111112
Aaron Rodgers,QB,PIT,24,170.0,13.2,12.9,98.0,205.0,177.0,177.0,18.0,2700.0,18.0,7.0,60.0,0.0,0.0,0.0,0.0,2.0,-7.0,-3.954802259887006,7.0,9.833333333333334,3.3666666666666654,-5.1,-50.15,43.429999999999986
Xavier Weaver,WR,ARI,254,14.0,1.5,9.6,5.0,37.0,7.1,7.1,18.0,0.0,0.0,0.0,6.0,0.0,3.0,35.0,0.0,0.0,6.9,97.18309859154931,6.9,0.39444444444444443,1.1055555555555556,-8.4,-3.3133333333333335,10.613333333333333
Brock Wright,TE,DET,71,34.0,3.2,10.7,17.0,62.0,27.3,27.3,18.0,0.0,0.0,0.0,0.0,0.0,11.0,103.0,1.0,0.0,6.699999999999999,24.542124542124537,6.699999999999999,1.5166666666666666,1.6833333333333336,-7.300000000000001,-11.071666666666667,18.011666666666667
KeAndre Lambert-Smith,WR,LAC,183,29.0,2.7,10.6,5.0,65.0,35.5,35.5,18.0,0.0,0.0,0.0,6.0,0.0,13.0,159.0,1.0,0.0,-6.5,-18.30985915492958,6.5,1.9722222222222223,0.7277777777777779,-7.4,-14.594444444444445,7.714444444444445
Teddy Bridgewater,QB,TB,85,18.0,6.7,2.6,3.0,24.0,11.58,11.58,18.0,202.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.42,55.44041450777202,6.42,0.6433333333333333,6.056666666666667,-15.4,-9.907333333333334,15.747333333333334
Blake Corum,RB,LAR,30,127.0,8.9,14.2,31.0,187.0,133.4,133.4,18.0,0.0,0.0,0.0,757.0,6.0,14.0,97.0,0.0,1.0,-6.400000000000006,-4.797601199400304,6.400000000000006,7.411111111111111,1.488888888888889,-3.8000000000000007,-28.16222222222223,21.142222222222223
Feleipe Franks,TE,ATL,159,8.0,1.0,8.2,6.0,22.0,1.9,1.9,18.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,6.1,321.05263157894734,6.1,0.10555555555555556,0.8944444444444445,-9.8,-1.0344444444444445,7.334444444444444
Tetairoa McMillan,WR,CAR,5,222.0,15.1,14.7,153.0,264.0,215.9,215.9,18.0,0.0,0.0,0.0,6.0,0.0,74.0,1033.0,6.0,0.0,6.099999999999994,2.825382121352475,6.099999999999994,11.994444444444445,3.1055555555555543,-3.3000000000000007,-39.58166666666668,45.65166666666664
Lucas Krull,TE,DEN,111,21.0,2.4,8.6,6.0,31.0,15.2,15.2,18.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0,0.0,0.0,5.800000000000001,38.15789473684211,5.800000000000001,0.8444444444444444,1.5555555555555554,-9.4,-7.937777777777778,13.377777777777775
Jayden Higgins,WR,HOU,26,158.0,10.7,14.8,69.0,203.0,163.70000000000002,163.7,18.0,0.0,0.0,0.0,6.0,0.0,57.0,761.0,5.0,0.0,-5.700000000000017,-3.481979230299338,5.700000000000017,9.094444444444445,1.6055555555555543,-3.1999999999999993,-29.102222222222217,23.762222222222206
Chig Okonkwo,TE,TEN,24,103.0,7.1,14.5,53.0,132.0,108.7,108.7,18.0,0.0,0.0,0.0,0.0,0.0,46.0,447.0,3.0,0.0,-5.700000000000003,-5.243790248390067,5.700000000000003,6.038888888888889,1.061111111111111,-3.5,-21.13611111111111,15.386111111111108
Chris Manhertz,TE,NYG,157,8.0,1.2,6.7,1.0,19.0,2.3,2.3,18.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,5.7,247.82608695652178,5.7,0.12777777777777777,1.0722222222222222,-11.3,-1.4438888888888888,7.183888888888889
Mike Gesicki,TE,CIN,32,89.0,7.5,11.9,36.0,124.0,94.6,94.6,18.0,0.0,0.0,0.0,0.0,0.0,37.0,396.0,3.0,0.0,-5.599999999999994,-5.919661733615216,5.599999999999994,5.2555555555555555,2.2444444444444445,-6.1,-32.05888888888889,26.70888888888889
Hunter Henry,TE,NE,7,142.0,10.3,13.8,86.0,174.0,147.4,147.4,18.0,0.0,0.0,0.0,0.0,0.0,55.0,624.0,5.0,0.0,-5.400000000000006,-3.663500678426055,5.400000000000006,8.18888888888889,2.1111111111111107,-4.199999999999999,-34.39333333333333,29.13333333333333
Kalel Mullings,RB,TEN,166,11.0,1.5,7.6,6.0,39.0,5.6,5.6,18.0,0.0,0.0,0.0,20.0,0.0,2.0,16.0,0.0,0.0,5.4,96.42857142857144,5.4,0.3111111111111111,1.1888888888888889,-10.4,-3.2355555555555555,9.035555555555556
Tre Harris,WR,LAC,51,119.0,8.7,13.8,47.0,168.0,113.9,113.9,18.0,0.0,0.0,0.0,6.0,0.0,40.0,493.0,4.0,0.0,5.099999999999994,4.477611940298503,5.099999999999994,6.327777777777778,2.372222222222221,-4.199999999999999,-26.576666666666664,32.73666666666665
Jauan Jennings,WR,SF,44,127.0,10.8,11.8,78.0,155.0,132.1,132.1,18.0,0.0,0.0,0.0,0.0,0.0,48.0,601.0,4.0,0.0,-5.099999999999994,-3.8607115821347424,5.099999999999994,7.338888888888889,3.461111111111112,-6.199999999999999,-45.5011111111111,40.841111111111125
Jake Tonges,TE,SF,43,68.0,6.1,11.1,31.0,111.0,63.0,63.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,250.0,2.0,0.0,5.0,7.936507936507936,5.0,3.5,2.5999999999999996,-6.9,-24.150000000000002,28.859999999999996
Ty Chandler,RB,MIN,153,17.0,1.9,8.7,4.0,40.0,12.0,12.0,18.0,0.0,0.0,0.0,21.0,0.0,6.0,39.0,0.0,0.0,5.0,41.66666666666667,5.0,0.6666666666666666,1.2333333333333334,-9.3,-6.2,10.73
DeMario Douglas,WR,NE,78,86.0,6.5,13.1,40.0,117.0,90.9,90.9,18.0,0.0,0.0,0.0,35.0,0.0,31.0,384.0,3.0,0.0,-4.900000000000006,-5.390539053905396,4.900000000000006,5.050000000000001,1.4499999999999993,-4.9,-24.745000000000005,18.99499999999999
Jaydon Blue,RB,DAL,93,40.0,4.5,8.9,9.0,65.0,44.9,44.9,18.0,0.0,0.0,0.0,210.0,2.0,7.0,49.0,0.0,0.0,-4.899999999999999,-10.913140311804007,4.899999999999999,2.4944444444444445,2.0055555555555555,-9.1,-22.699444444444445,17.849444444444444
Davante Adams,WR,LAR,12,193.0,14.4,13.4,148.0,236.0,188.2,188.2,18.0,0.0,0.0,0.0,0.0,0.0,61.0,772.0,8.0,0.0,4.800000000000011,2.550478214665256,4.800000000000011,10.455555555555556,3.9444444444444446,-4.6,-48.09555555555555,52.85555555555556
Dameon Pierce,RB,KC,152,17.0,2.0,8.4,5.0,49.0,21.8,21.8,18.0,0.0,0.0,0.0,106.0,1.0,3.0,22.0,0.0,0.0,-4.800000000000001,-22.018348623853214,4.800000000000001,1.2111111111111112,0.7888888888888888,-9.6,-11.626666666666667,6.626666666666666
Ko Kieft,TE,TB,160,7.0,1.2,6.3,1.0,14.0,2.3,2.3,18.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,4.7,204.34782608695653,4.7,0.12777777777777777,1.0722222222222222,-11.7,-1.4949999999999999,6.755
Ben Sinnott,TE,WAS,67,36.0,3.9,9.4,18.0,70.0,31.4,31.4,18.0,0.0,0.0,0.0,0.0,0.0,13.0,124.0,1.0,0.0,4.600000000000001,14.649681528662425,4.600000000000001,1.7444444444444445,2.1555555555555554,-8.6,-15.002222222222223,20.26222222222222
Tahj Brooks,RB,CIN,119,29.0,3.0,9.8,5.0,59.0,24.400000000000002,24.4,18.0,0.0,0.0,0.0,132.0,1.0,3.0,22.0,0.0,0.0,4.599999999999998,18.852459016393432,4.599999999999998,1.3555555555555556,1.6444444444444444,-8.2,-11.115555555555556,16.115555555555556
Kyren Williams,RB,LAR,8,209.0,14.7,14.2,141.0,274.0,204.8,204.8,18.0,0.0,0.0,0.0,963.0,8.0,31.0,215.0,2.0,2.0,4.199999999999989,2.0507812499999947,4.199999999999989,11.377777777777778,3.322222222222221,-3.8000000000000007,-43.235555555555564,47.17555555555554
Justice Hill,RB,BAL,71,58.0,5.0,11.6,22.0,110.0,54.0,54.0,18.0,0.0,0.0,0.0,107.0,1.0,18.0,133.0,1.0,0.0,4.0,7.4074074074074066,4.0,3.0,2.0,-6.4,-19.200000000000003,23.2
Kyle Allen,QB,DET,91,8.0,3.1,2.7,0.0,18.0,12.0,12.0,18.0,195.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,-4.0,-33.33333333333333,4.0,0.6666666666666666,2.4333333333333336,-15.3,-10.2,6.570000000000001
Jaylen Wright,RB,MIA,82,48.0,4.2,11.4,11.0,101.0,44.099999999999994,44.1,18.0,0.0,0.0,0.0,223.0,2.0,6.0,38.0,0.0,0.0,3.9000000000000057,8.843537414966,3.9000000000000057,2.4499999999999997,1.7500000000000004,-6.6,-16.169999999999998,19.950000000000006
Tyjae Spears,RB,TEN,40,98.0,8.1,12.2,36.0,157.0,101.8,101.8,18.0,0.0,0.0,0.0,340.0,2.0,30.0,218.0,1.0,1.0,-3.799999999999997,-3.7328094302554002,3.799999999999997,5.655555555555555,2.4444444444444446,-5.800000000000001,-32.80222222222222,29.822222222222223
Calvin Austin III,WR,PIT,124,51.0,4.2,12.2,24.0,103.0,54.7,54.7,18.0,0.0,0.0,0.0,14.0,0.0,18.0,233.0,2.0,0.0,-3.700000000000003,-6.764168190127975,3.700000000000003,3.038888888888889,1.161111111111111,-5.800000000000001,-17.62555555555556,14.165555555555553
Pat Bryant,WR,DEN,63,100.0,8.1,12.4,35.0,151.0,96.4,96.4,18.0,0.0,0.0,0.0,9.0,0.0,35.0,425.0,3.0,0.0,3.5999999999999943,3.73443983402489,3.5999999999999943,5.355555555555556,2.7444444444444436,-5.6,-29.991111111111113,34.0311111111111
Jack Stoll,TE,NO,149,11.0,1.3,8.7,8.0,31.0,7.5,7.5,18.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,3.5,46.666666666666664,3.5,0.4166666666666667,0.8833333333333333,-9.3,-3.8750000000000004,7.684999999999999
Theo Wease Jr.,WR,MIA,95,71.0,7.3,9.6,28.0,116.0,67.6,67.6,18.0,0.0,0.0,0.0,0.0,0.0,25.0,306.0,2.0,0.0,3.4000000000000057,5.029585798816577,3.4000000000000057,3.755555555555555,3.5444444444444447,-8.4,-31.546666666666663,34.02666666666667
Dawson Knox,TE,BUF,40,73.0,5.9,12.3,33.0,114.0,76.4,76.4,18.0,0.0,0.0,0.0,0.0,0.0,28.0,304.0,3.0,0.0,-3.4000000000000057,-4.450261780104719,3.4000000000000057,4.2444444444444445,1.655555555555556,-5.699999999999999,-24.19333333333333,20.36333333333334
James Conner,RB,ARI,50,87.0,9.0,9.7,44.0,138.0,90.30000000000001,90.3,18.0,0.0,0.0,0.0,368.0,3.0,18.0,135.0,1.0,1.0,-3.3000000000000114,-3.654485049833899,3.3000000000000114,5.0166666666666675,3.9833333333333325,-8.3,-41.63833333333334,38.63833333333332
Darnell Washington,TE,PIT,41,70.0,6.0,11.6,23.0,104.0,73.2,73.2,18.0,0.0,0.0,0.0,0.0,0.0,30.0,312.0,2.0,0.0,-3.200000000000003,-4.371584699453555,3.200000000000003,4.066666666666666,1.9333333333333336,-6.4,-26.026666666666667,22.42666666666667
NYG DST,DST,NYG,12,85.0,5.3,16.0,51.0,116.0,82.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6585365853658534,3.0,82.0,-76.7,15.0,1230.0,-1227.2
Travis Hunter,WR,JAX,62,101.0,9.7,10.5,52.0,160.0,98.0,98.0,18.0,0.0,0.0,0.0,35.0,0.0,35.0,415.0,3.0,0.0,3.0,3.061224489795918,3.0,5.444444444444445,4.255555555555555,-7.5,-40.833333333333336,44.68333333333332
Tai Felton,WR,MIN,165,33.0,3.4,9.7,4.0,74.0,35.5,35.5,18.0,0.0,0.0,0.0,7.0,0.0,13.0,158.0,1.0,0.0,-2.5,-7.042253521126761,2.5,1.9722222222222223,1.4277777777777776,-8.3,-16.369444444444447,13.849444444444442
Tucker Fisk,TE,LAC,153,10.0,1.5,6.8,4.0,22.0,7.5,7.5,18.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,2.5,33.33333333333333,2.5,0.4166666666666667,1.0833333333333333,-11.2,-4.666666666666667,7.366666666666666
Deebo Samuel Sr.,WR,WAS,32,144.0,11.2,12.8,87.0,191.0,146.4,146.4,18.0,0.0,0.0,0.0,82.0,1.0,52.0,582.0,4.0,1.0,-2.4000000000000057,-1.6393442622950858,2.4000000000000057,8.133333333333333,3.0666666666666664,-5.199999999999999,-42.29333333333332,39.25333333333333
Emeka Egbuka,WR,TB,9,200.0,14.0,14.3,130.0,244.0,197.60000000000002,197.6,18.0,0.0,0.0,0.0,19.0,0.0,68.0,917.0,6.0,0.0,2.3999999999999773,1.2145748987854135,2.3999999999999773,10.97777777777778,3.0222222222222204,-3.6999999999999993,-40.617777777777775,43.217777777777755
Eric Saubert,TE,SEA,158,8.0,1.0,8.2,4.0,20.0,5.7,5.7,18.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,2.3,40.35087719298245,2.3,0.31666666666666665,0.6833333333333333,-9.8,-3.1033333333333335,5.603333333333333
Isaiah Williams,WR,NYJ,153,36.0,3.4,10.6,6.0,87.0,38.1,38.1,18.0,0.0,0.0,0.0,22.0,0.0,15.0,169.0,1.0,1.0,-2.1000000000000014,-5.511811023622051,2.1000000000000014,2.1166666666666667,1.2833333333333332,-7.4,-15.663333333333334,13.603333333333332
