name,position,team,pos_rank,model_total,model_ppg,model_games,model_floor,model_ceiling,sleeper_total,sleeper_ppr_native,sleeper_games,slp_pass_yd,slp_pass_td,slp_pass_int,slp_rush_yd,slp_rush_td,slp_rec,slp_rec_yd,slp_rec_td,slp_fum_lost,diff,diff_pct,abs_diff,sleeper_ppg,ppg_diff,games_diff,pts_from_games_diff,pts_from_ppg_diff
Sam Roush,TE,,125,18.0,2.7,6.7,1.0,55.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,0.0,2.7,-11.3,0.0,18.090000000000003
Lake McRee,TE,,124,18.0,2.4,7.4,0.0,60.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,0.0,2.4,-10.6,0.0,17.76
John FitzPatrick,TE,GB,122,18.0,1.8,10.2,7.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,0.0,1.8,-7.800000000000001,0.0,18.36
Ke'Shawn Williams,WR,CIN,235,18.0,2.0,9.1,1.0,49.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,0.0,2.0,-8.9,0.0,18.2
Josiah Deguara,TE,ARI,121,18.0,2.5,7.1,2.0,32.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,0.0,2.5,-10.9,0.0,17.75
Terrell Jennings,RB,NE,150,18.0,2.4,7.5,3.0,42.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,0.0,2.4,-10.5,0.0,18.0
Foster Moreau,TE,NO,85,29.0,2.7,10.6,13.0,39.0,11.2,11.2,18.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,0.0,0.0,17.8,158.92857142857144,17.8,0.6222222222222222,2.077777777777778,-7.4,-4.604444444444445,22.024444444444445
Brock Bowers,TE,LV,1,217.0,15.8,13.7,166.0,254.0,234.5,234.5,18.0,0.0,0.0,0.0,16.0,0.0,93.0,979.0,7.0,1.0,-17.5,-7.462686567164178,17.5,13.027777777777779,2.772222222222222,-4.300000000000001,-56.01944444444446,37.97944444444444
Tyler Warren,TE,IND,4,193.0,14.0,13.8,114.0,219.0,175.5,175.5,18.0,0.0,0.0,0.0,15.0,0.0,71.0,730.0,5.0,0.0,17.5,9.971509971509972,17.5,9.75,4.25,-4.199999999999999,-40.949999999999996,58.650000000000006
Chimere Dike,WR,TEN,61,102.0,7.7,13.2,45.0,166.0,119.5,119.5,18.0,0.0,0.0,0.0,40.0,0.0,49.0,505.0,3.0,1.0,-17.5,-14.644351464435147,17.5,6.638888888888889,1.061111111111111,-4.800000000000001,-31.866666666666674,14.006666666666662
Darnell Mooney,WR,ATL,77,86.0,6.4,13.3,38.0,133.0,103.2,103.2,18.0,0.0,0.0,0.0,6.0,0.0,35.0,496.0,3.0,0.0,-17.200000000000003,-16.666666666666668,17.200000000000003,5.733333333333333,0.666666666666667,-4.699999999999999,-26.946666666666662,8.86666666666667
Noah Brown,WR,WAS,141,39.0,4.5,8.7,17.0,52.0,21.8,21.8,18.0,0.0,0.0,0.0,0.0,0.0,7.0,88.0,1.0,0.0,17.2,78.89908256880733,17.2,1.2111111111111112,3.2888888888888888,-9.3,-11.263333333333335,28.61333333333333
Malik Davis,RB,DAL,84,47.0,4.9,9.6,4.0,81.0,29.9,29.9,18.0,0.0,0.0,0.0,155.0,1.0,5.0,34.0,0.0,0.0,17.1,57.190635451505024,17.1,1.661111111111111,3.2388888888888894,-8.4,-13.953333333333333,31.093333333333337
Max Klare,TE,,130,17.0,2.2,7.7,0.0,61.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,17.0,0.0,2.2,-10.3,0.0,16.94
James Mitchell,TE,CAR,128,17.0,2.1,7.8,6.0,37.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,17.0,0.0,2.1,-10.2,0.0,16.38
Brycen Tremayne,WR,CAR,237,17.0,2.0,8.6,5.0,34.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,17.0,0.0,2.0,-9.4,0.0,17.2
Kene Nwangwu,RB,NYJ,151,17.0,2.5,6.8,3.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,17.0,0.0,2.5,-11.2,0.0,17.0
Dae'Quan Wright,TE,,131,17.0,2.2,7.7,0.0,61.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,17.0,0.0,2.2,-10.3,0.0,16.94
Dylan Laube,RB,LV,138,22.0,2.4,9.3,1.0,32.0,5.1,5.1,18.0,0.0,0.0,0.0,21.0,0.0,2.0,10.0,0.0,0.0,16.9,331.37254901960785,16.9,0.2833333333333333,2.1166666666666667,-8.7,-2.465,19.685000000000002
J.K. Dobbins,RB,DEN,29,127.0,12.0,10.5,56.0,158.0,143.8,143.8,18.0,0.0,0.0,0.0,665.0,5.0,24.0,173.0,1.0,0.0,-16.80000000000001,-11.682892906815027,16.80000000000001,7.98888888888889,4.01111111111111,-7.5,-59.91666666666667,42.11666666666666
Malik Washington,WR,MIA,80,84.0,6.0,14.0,29.0,140.0,100.7,100.7,18.0,0.0,0.0,0.0,121.0,0.0,37.0,396.0,2.0,0.0,-16.700000000000003,-16.583912611717977,16.700000000000003,5.594444444444445,0.405555555555555,-4.0,-22.37777777777778,5.67777777777777
Derrick Henry,RB,BAL,5,227.0,16.4,13.9,155.0,282.0,243.7,243.7,18.0,0.0,0.0,0.0,1406.0,12.0,15.0,121.0,1.0,2.0,-16.69999999999999,-6.852687730816573,16.69999999999999,13.538888888888888,2.8611111111111107,-4.1,-55.50944444444443,39.76944444444444
Gunner Olszewski,WR,NYG,189,26.0,2.6,10.1,1.0,48.0,9.6,9.6,18.0,0.0,0.0,0.0,6.0,0.0,4.0,50.0,0.0,0.0,16.4,170.83333333333331,16.4,0.5333333333333333,2.066666666666667,-7.9,-4.213333333333334,20.873333333333335
Tanner Conner,TE,NYG,133,16.0,1.9,8.2,4.0,30.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,0.0,1.9,-9.8,0.0,15.579999999999998
Jacob Saylors,RB,DET,156,16.0,1.7,9.3,0.0,54.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,0.0,1.7,-8.7,0.0,15.81
Carter Runyon,TE,LV,135,16.0,2.1,7.6,5.0,38.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,0.0,2.1,-10.4,0.0,15.959999999999999
Riley Leonard,QB,IND,87,16.0,2.6,6.0,5.0,50.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,0.0,2.6,-12.0,0.0,15.600000000000001
Zaire Mitchell-Paden,TE,NO,132,16.0,1.8,8.9,7.0,36.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,0.0,1.8,-9.1,0.0,16.02
D'Ernest Johnson,RB,NE,154,16.0,1.7,9.1,1.0,55.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,0.0,1.7,-8.9,0.0,15.469999999999999
Ian Thomas,TE,LV,113,20.0,2.3,8.7,10.0,41.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,16.0,400.0,16.0,0.2222222222222222,2.0777777777777775,-9.3,-2.066666666666667,18.076666666666664
George Kittle,TE,SF,10,136.0,12.3,11.1,108.0,172.0,151.9,151.9,18.0,0.0,0.0,0.0,0.0,0.0,57.0,649.0,5.0,0.0,-15.900000000000006,-10.467412771560241,15.900000000000006,8.43888888888889,3.8611111111111107,-6.9,-58.228333333333346,42.85833333333333
Dante Pettis,WR,NO,207,23.0,3.1,7.4,6.0,49.0,7.300000000000001,7.3,18.0,0.0,0.0,0.0,6.0,0.0,3.0,37.0,0.0,0.0,15.7,215.0684931506849,15.7,0.4055555555555556,2.6944444444444446,-10.6,-4.298888888888889,19.93888888888889
Terrance Ferguson,TE,LAR,31,91.0,7.6,12.0,36.0,136.0,106.6,106.6,18.0,0.0,0.0,0.0,0.0,0.0,39.0,436.0,4.0,0.0,-15.599999999999994,-14.634146341463412,15.599999999999994,5.922222222222222,1.677777777777778,-6.0,-35.53333333333333,20.133333333333336
TreVeyon Henderson,RB,NE,12,195.0,13.7,14.2,103.0,246.0,179.5,179.5,18.0,0.0,0.0,0.0,785.0,6.0,35.0,260.0,1.0,1.0,15.5,8.635097493036211,15.5,9.972222222222221,3.727777777777778,-3.8000000000000007,-37.894444444444446,52.934444444444445
Andrei Iosivas,WR,CIN,90,76.0,6.1,12.5,29.0,111.0,91.30000000000001,91.3,18.0,0.0,0.0,0.0,10.0,0.0,32.0,403.0,3.0,0.0,-15.300000000000011,-16.757940854326407,15.300000000000011,5.072222222222223,1.0277777777777768,-5.5,-27.897222222222226,12.84722222222221
Adam Trautman,TE,DEN,62,43.0,3.7,11.6,20.0,81.0,27.8,27.8,18.0,0.0,0.0,0.0,0.0,0.0,11.0,108.0,1.0,0.0,15.2,54.67625899280575,15.2,1.5444444444444445,2.155555555555556,-6.4,-9.884444444444446,25.00444444444445
River Cracraft,WR,WAS,242,15.0,2.2,6.9,3.0,21.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,2.2,-11.1,0.0,15.180000000000001
Tim Jones,WR,JAX,244,15.0,1.8,8.1,4.0,28.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,1.8,-9.9,0.0,14.58
Simi Fehoko,WR,ARI,246,15.0,1.6,9.5,4.0,53.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,1.6,-8.5,0.0,15.200000000000001
Harrison Bryant,TE,HOU,116,19.0,2.4,8.1,12.0,32.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,15.0,375.0,15.0,0.2222222222222222,2.1777777777777776,-9.9,-2.2,17.639999999999997
Jack Westover,TE,NE,137,15.0,1.7,8.7,2.0,44.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,1.7,-9.3,0.0,14.79
Colson Yankoff,TE,WAS,138,15.0,1.8,8.5,2.0,22.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,1.8,-9.5,0.0,15.3
Bryce Oliver,WR,TEN,248,15.0,2.1,7.2,6.0,30.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,2.1,-10.8,0.0,15.120000000000001
British Brooks,RB,HOU,159,15.0,1.9,8.1,-1.0,30.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,0.0,1.9,-9.9,0.0,15.389999999999999
Xavier Smith,WR,LAR,143,39.0,3.1,12.8,4.0,86.0,24.1,24.1,18.0,0.0,0.0,0.0,16.0,0.0,7.0,95.0,1.0,0.0,14.899999999999999,61.82572614107883,14.899999999999999,1.338888888888889,1.761111111111111,-5.199999999999999,-6.962222222222222,22.54222222222222
Kenneth Gainwell,RB,PIT,21,151.0,11.2,13.4,99.0,187.0,136.2,136.2,18.0,0.0,0.0,0.0,380.0,3.0,40.0,302.0,2.0,1.0,14.800000000000011,10.866372980910436,14.800000000000011,7.566666666666666,3.633333333333333,-4.6,-34.806666666666665,48.68666666666666
LeQuint Allen Jr.,RB,JAX,97,37.0,3.0,12.6,15.0,75.0,51.8,51.8,18.0,0.0,0.0,0.0,123.0,1.0,16.0,115.0,1.0,0.0,-14.799999999999997,-28.57142857142857,14.799999999999997,2.8777777777777778,0.12222222222222223,-5.4,-15.540000000000001,1.54
Emanuel Wilson,RB,GB,58,73.0,5.5,13.2,27.0,125.0,58.300000000000004,58.3,18.0,0.0,0.0,0.0,256.0,2.0,12.0,87.0,0.0,0.0,14.699999999999996,25.21440823327615,14.699999999999996,3.238888888888889,2.261111111111111,-4.800000000000001,-15.546666666666669,29.846666666666664
Chris Brooks,RB,GB,136,23.0,2.1,11.1,3.0,63.0,37.6,37.6,18.0,0.0,0.0,0.0,145.0,1.0,10.0,71.0,0.0,0.0,-14.600000000000001,-38.829787234042556,14.600000000000001,2.088888888888889,0.011111111111111072,-6.9,-14.413333333333336,0.12333333333333289
Jalen Brooks,WR,ARI,224,21.0,2.3,8.8,10.0,44.0,6.5,6.5,18.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,14.5,223.0769230769231,14.5,0.3611111111111111,1.9388888888888887,-9.2,-3.322222222222222,17.06222222222222
Tank Bigsby,RB,PHI,66,67.0,5.3,12.5,27.0,138.0,52.6,52.6,18.0,0.0,0.0,0.0,305.0,2.0,7.0,51.0,0.0,1.0,14.399999999999999,27.376425855513304,14.399999999999999,2.9222222222222225,2.3777777777777773,-5.5,-16.072222222222223,29.722222222222218
Mitchell Evans,TE,CAR,59,46.0,4.0,11.5,15.0,73.0,31.9,31.9,18.0,0.0,0.0,0.0,0.0,0.0,13.0,129.0,1.0,0.0,14.100000000000001,44.20062695924766,14.100000000000001,1.7722222222222221,2.227777777777778,-6.5,-11.519444444444444,25.619444444444447
Sione Vaki,RB,DET,149,18.0,2.0,9.1,5.0,37.0,4.0,4.0,18.0,0.0,0.0,0.0,4.0,0.0,2.0,16.0,0.0,0.0,14.0,350.0,14.0,0.2222222222222222,1.7777777777777777,-8.9,-1.9777777777777779,16.177777777777777
Xavier Gipson,WR,NYG,252,14.0,1.5,9.5,1.0,29.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,1.5,-8.5,0.0,14.25
Teagan Quitoriano,TE,ATL,141,14.0,1.9,7.5,3.0,31.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,1.9,-10.5,0.0,14.25
Braxton Berrios,WR,HOU,250,14.0,1.4,10.2,3.0,39.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,1.4,-7.800000000000001,0.0,14.279999999999998
KhaDarel Hodge,WR,ATL,251,14.0,1.6,8.8,4.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,1.6,-9.2,0.0,14.080000000000002
Brenden Bates,TE,CLE,143,14.0,1.7,8.0,6.0,35.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,1.7,-10.0,0.0,13.6
Johnny Mundt,TE,JAX,140,14.0,1.6,8.7,6.0,33.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,1.6,-9.3,0.0,13.92
Max Brosmer,QB,MIN,89,14.0,2.4,6.0,1.0,53.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,0.0,2.4,-12.0,0.0,14.399999999999999
Payne Durham,TE,TB,109,22.0,2.6,8.2,6.0,31.0,8.100000000000001,8.1,18.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,0.0,13.899999999999999,171.6049382716049,13.899999999999999,0.45000000000000007,2.15,-9.8,-4.410000000000001,17.63
Travis Kelce,TE,KC,5,173.0,11.7,14.8,107.0,199.0,159.10000000000002,159.1,18.0,0.0,0.0,0.0,0.0,0.0,64.0,651.0,5.0,0.0,13.899999999999977,8.736643620364536,13.899999999999977,8.83888888888889,2.861111111111109,-3.1999999999999993,-28.284444444444443,42.34444444444441
Cam Ward,QB,TEN,16,214.0,15.0,14.3,117.0,264.0,227.84,227.84,18.0,3516.0,19.0,13.0,182.0,2.0,0.0,0.0,0.0,4.0,-13.840000000000003,-6.074438202247193,13.840000000000003,12.657777777777778,2.3422222222222224,-3.6999999999999993,-46.83377777777777,33.49377777777778
Jake Bobo,WR,SEA,233,18.0,2.2,8.5,3.0,38.0,4.2,4.2,18.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,13.8,328.57142857142856,13.8,0.23333333333333334,1.9666666666666668,-9.5,-2.216666666666667,16.71666666666667
Jarrett Stidham,QB,DEN,73,26.0,4.3,6.1,9.0,32.0,12.22,12.22,18.0,198.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,13.78,112.7659574468085,13.78,0.6788888888888889,3.621111111111111,-11.9,-8.078777777777779,22.088777777777775
Oscar Delp,TE,,123,18.0,2.4,7.6,0.0,63.0,31.6,31.6,18.0,0.0,0.0,0.0,0.0,0.0,13.0,126.0,1.0,0.0,-13.600000000000001,-43.037974683544306,13.600000000000001,1.7555555555555555,0.6444444444444444,-10.4,-18.25777777777778,4.897777777777777
Courtland Sutton,WR,DEN,29,154.0,12.1,12.7,119.0,205.0,167.5,167.5,18.0,0.0,0.0,0.0,0.0,0.0,56.0,755.0,6.0,0.0,-13.5,-8.059701492537313,13.5,9.305555555555555,2.7944444444444443,-5.300000000000001,-49.31944444444445,35.48944444444444
Michael Mayer,TE,LV,37,80.0,7.1,11.2,28.0,100.0,66.5,66.5,18.0,0.0,0.0,0.0,0.0,0.0,27.0,275.0,2.0,0.0,13.5,20.30075187969925,13.5,3.6944444444444446,3.405555555555555,-6.800000000000001,-25.122222222222227,38.142222222222216
Kalif Raymond,WR,DET,138,41.0,3.7,11.2,9.0,78.0,27.700000000000003,27.7,18.0,0.0,0.0,0.0,11.0,0.0,9.0,116.0,1.0,0.0,13.299999999999997,48.01444043321298,13.299999999999997,1.538888888888889,2.1611111111111114,-6.800000000000001,-10.464444444444446,24.204444444444448
DeAndre Carter,WR,CLE,241,15.0,1.6,9.6,2.0,30.0,1.8000000000000003,1.8,18.0,0.0,0.0,0.0,11.0,0.0,1.0,17.0,0.0,1.0,13.2,733.3333333333333,13.2,0.10000000000000002,1.5,-8.4,-0.8400000000000002,14.399999999999999
Noah Gray,TE,KC,58,46.0,4.0,11.7,18.0,67.0,59.1,59.1,18.0,0.0,0.0,0.0,0.0,0.0,24.0,231.0,2.0,0.0,-13.100000000000001,-22.165820642978005,13.100000000000001,3.283333333333333,0.7166666666666668,-6.300000000000001,-20.685000000000002,8.385000000000002
Gardner Minshew,QB,KC,75,25.0,6.3,3.9,4.0,36.0,11.96,11.96,18.0,189.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,13.04,109.03010033444815,13.04,0.6644444444444445,5.635555555555555,-14.1,-9.368666666666668,21.978666666666665
Ben Sims,TE,MIN,145,13.0,2.1,6.4,6.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,13.0,0.0,2.1,-11.6,0.0,13.440000000000001
Deven Thompkins,WR,ATL,256,13.0,1.3,9.9,5.0,33.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,13.0,0.0,1.3,-8.1,0.0,12.870000000000001
Ronnie Rivers,RB,LAR,144,20.0,2.2,9.3,0.0,67.0,7.1,7.1,18.0,0.0,0.0,0.0,21.0,0.0,3.0,20.0,0.0,0.0,12.9,181.69014084507046,12.9,0.39444444444444443,1.8055555555555558,-8.7,-3.431666666666666,16.79166666666667
Christian Kirk,WR,HOU,79,84.0,6.9,12.2,33.0,127.0,96.8,96.8,18.0,0.0,0.0,0.0,18.0,0.0,36.0,410.0,3.0,0.0,-12.799999999999997,-13.223140495867765,12.799999999999997,5.377777777777777,1.522222222222223,-5.800000000000001,-31.191111111111113,18.57111111111112
Tip Reiman,TE,ARI,91,28.0,3.0,9.2,11.0,58.0,15.4,15.4,18.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,0.0,0.0,12.6,81.81818181818181,12.6,0.8555555555555556,2.1444444444444444,-8.8,-7.52888888888889,19.728888888888886
Michael Wilson,WR,ARI,25,158.0,11.6,13.6,95.0,197.0,170.4,170.4,18.0,0.0,0.0,0.0,6.0,0.0,61.0,788.0,5.0,0.0,-12.400000000000006,-7.276995305164323,12.400000000000006,9.466666666666667,2.133333333333333,-4.4,-41.653333333333336,29.013333333333325
Tez Johnson,WR,TB,87,78.0,6.1,12.7,32.0,118.0,65.6,65.6,18.0,0.0,0.0,0.0,16.0,0.0,23.0,290.0,2.0,0.0,12.400000000000006,18.902439024390254,12.400000000000006,3.644444444444444,2.4555555555555557,-5.300000000000001,-19.315555555555555,31.185555555555556
Tylan Wallace,WR,BAL,221,21.0,2.2,9.4,6.0,52.0,8.600000000000001,8.6,18.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,0.0,0.0,12.399999999999999,144.18604651162786,12.399999999999999,0.47777777777777786,1.7222222222222223,-8.6,-4.108888888888889,16.18888888888889
Quinshon Judkins,RB,CLE,15,170.0,12.8,13.3,92.0,229.0,182.3,182.3,18.0,0.0,0.0,0.0,926.0,6.0,29.0,207.0,1.0,1.0,-12.300000000000011,-6.74712013165113,12.300000000000011,10.127777777777778,2.6722222222222225,-4.699999999999999,-47.60055555555555,35.540555555555564
Stefon Diggs,WR,NE,28,154.0,11.7,13.2,110.0,202.0,166.1,166.1,18.0,0.0,0.0,0.0,6.0,0.0,63.0,725.0,5.0,0.0,-12.099999999999994,-7.284768211920527,12.099999999999994,9.227777777777778,2.4722222222222214,-4.800000000000001,-44.293333333333344,32.63333333333332
Cade Otton,TE,TB,23,106.0,7.7,13.7,51.0,126.0,118.1,118.1,18.0,0.0,0.0,0.0,0.0,0.0,51.0,491.0,3.0,0.0,-12.099999999999994,-10.245554614733273,12.099999999999994,6.561111111111111,1.1388888888888893,-4.300000000000001,-28.21277777777778,15.602777777777783
Ashton Dulin,WR,IND,243,15.0,1.5,9.7,5.0,43.0,3.0,3.0,18.0,0.0,0.0,0.0,6.0,0.0,1.0,14.0,0.0,0.0,12.0,400.0,12.0,0.16666666666666666,1.3333333333333333,-8.3,-1.3833333333333333,12.933333333333332
Anthony Firkser,TE,DET,146,12.0,1.4,8.6,5.0,39.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,12.0,0.0,1.4,-9.4,0.0,12.04
Derius Davis,WR,LAC,261,11.0,0.9,11.2,1.0,53.0,-0.8999999999999999,-0.9,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,11.9,-1322.2222222222224,11.9,-0.049999999999999996,0.9500000000000001,-6.800000000000001,0.34,10.64
Jacory Croskey-Merritt,RB,WAS,36,112.0,8.3,13.5,58.0,150.0,100.4,100.4,18.0,0.0,0.0,0.0,509.0,3.0,16.0,115.0,1.0,1.0,11.599999999999994,11.553784860557762,11.599999999999994,5.577777777777778,2.7222222222222223,-4.5,-25.1,36.75
Wan'Dale Robinson,WR,NYG,27,156.0,10.9,14.3,114.0,230.0,167.6,167.6,18.0,0.0,0.0,0.0,16.0,0.0,70.0,720.0,4.0,0.0,-11.599999999999994,-6.921241050119328,11.599999999999994,9.31111111111111,1.5888888888888903,-3.6999999999999993,-34.4511111111111,22.72111111111113
Sean Tucker,RB,TB,67,64.0,5.2,12.3,23.0,120.0,52.5,52.5,18.0,0.0,0.0,0.0,288.0,2.0,8.0,57.0,0.0,1.0,11.5,21.904761904761905,11.5,2.9166666666666665,2.2833333333333337,-5.699999999999999,-16.624999999999996,28.085000000000004
Isaac TeSlaa,WR,DET,71,94.0,7.7,12.2,37.0,139.0,105.4,105.4,18.0,0.0,0.0,0.0,11.0,0.0,33.0,473.0,4.0,0.0,-11.400000000000006,-10.815939278937387,11.400000000000006,5.855555555555556,1.844444444444444,-5.800000000000001,-33.96222222222223,22.502222222222215
James Proche,WR,TEN,258,12.0,1.5,8.3,3.0,34.0,0.6000000000000001,0.6,18.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.4,1899.9999999999995,11.4,0.03333333333333334,1.4666666666666666,-9.7,-0.32333333333333336,12.173333333333334
Tyler Goodson,RB,IND,155,16.0,1.6,9.7,1.0,48.0,4.8,4.8,18.0,0.0,0.0,0.0,13.0,0.0,2.0,15.0,0.0,0.0,11.2,233.33333333333334,11.2,0.26666666666666666,1.3333333333333335,-8.3,-2.2133333333333334,12.933333333333334
Kameron Johnson,WR,TB,240,16.0,1.4,11.6,3.0,44.0,4.800000000000001,4.8,18.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,0.0,11.2,233.33333333333331,11.2,0.2666666666666667,1.1333333333333333,-6.4,-1.706666666666667,13.146666666666667
Marquez Valdes-Scantling,WR,PIT,144,38.0,3.8,10.0,17.0,72.0,26.9,26.9,18.0,0.0,0.0,0.0,6.0,0.0,8.0,123.0,1.0,0.0,11.100000000000001,41.2639405204461,11.100000000000001,1.4944444444444445,2.3055555555555554,-8.0,-11.955555555555556,23.055555555555554
Robert Tonyan,TE,KC,144,13.0,1.8,7.2,3.0,21.0,1.9,1.9,18.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,11.1,584.2105263157895,11.1,0.10555555555555556,1.6944444444444444,-10.8,-1.1400000000000001,12.2
Jahan Dotson,WR,PHI,114,58.0,4.7,12.1,31.0,104.0,69.1,69.1,18.0,0.0,0.0,0.0,15.0,0.0,25.0,306.0,2.0,0.0,-11.099999999999994,-16.063675832127345,11.099999999999994,3.8388888888888886,0.8611111111111116,-5.9,-22.649444444444445,10.41944444444445
Elijah Higgins,TE,ARI,56,53.0,4.1,13.1,16.0,95.0,41.900000000000006,41.9,18.0,0.0,0.0,0.0,0.0,0.0,18.0,179.0,1.0,0.0,11.099999999999994,26.49164677804294,11.099999999999994,2.327777777777778,1.7722222222222217,-4.9,-11.406111111111112,23.216111111111104
Brayden Willis,TE,SF,150,11.0,1.6,6.5,5.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,0.0,1.6,-11.5,0.0,10.4
Mason Kinsey,WR,TEN,260,11.0,1.4,7.7,4.0,27.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,0.0,1.4,-10.3,0.0,10.78
Grant Calcaterra,TE,PHI,117,19.0,1.9,9.6,7.0,43.0,30.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,120.0,1.0,0.0,-11.0,-36.666666666666664,11.0,1.6666666666666667,0.23333333333333317,-8.4,-14.000000000000002,2.2399999999999984
David Martin-Robinson,TE,TEN,151,11.0,1.5,7.7,3.0,23.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,0.0,1.5,-10.3,0.0,11.55
